ADR_SECTEUR,ANNEEDEPLANTATION,ANNEEREALISATIONDIAGNOSTIC,ANNEETRAVAUXPRECONISESDIAG,DIAMETREARBREAUNMETRE,ESPECE,FREQUENTATIONCIBLE,GENRE_BOTA,NOTEDIAGNOSTIC,PRIORITEDERENOUVELLEMENT,SOUS_CATEGORIE_DESC,STADEDEDEVELOPPEMENT,STADEDEVELOPPEMENTDIAG,TRAVAUXPRECONISESDIAG,TROTTOIR,VIGUEUR,coord_x,coord_y,DEFAUT,Collet,Houppier,Racine,Tronc
region6,2004,2015,2020,5,monspessulanum,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre jeune,Taille formation et mise au gabarit,non,vigoureux,1914599.697,4221981.901,non,non,non,non,non
region3,2004,2014,2014,25,cordata,passages fréquents et arrêts fréquents,Alnus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1912633.768,4221207.172,oui,non,non,non,oui
region2,2004,2013,2016,45,pseudoplatanus,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915209.891,4224566.739,non,non,non,non,non
region5,2004,2013,2018,25,calleryana,passages fréquents ou arrêts,Pyrus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille cohabitation,non,vigoureux,1915109.846,4222602.484,non,non,non,non,non
region5,2004,2014,2014,45,nigra,passages fréquents et arrêts fréquents,Populus,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1915454.011,4223233.664,oui,non,oui,non,non
region2,2014,2014,2020,15,cappadocicum,passages fréquents ou arrêts,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,oui,vigoureux,1913511.956,4223826.898,non,non,non,non,non
region3,2004,2013,2012,55,platanoides,passages fréquents et arrêts fréquents,Acer,Arbre à abattre dans les 10 ans, 6-10,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1912561.156,4221829.201,oui,non,oui,non,oui
region5,2014,2014,2019,15,cappadocicum,passages fréquents ou arrêts,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,oui,vigoureux,1915600.567,4222735.354,non,non,non,non,non
region4,2004,2013,2016,35,hippocastanum,passages fréquents et arrêts fréquents,Aesculus,Arbre davenir normal, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915271.744,4222922.506,non,non,non,non,non
region2,2004,2015,2017,0,styraciflua,passages fréquents et arrêts fréquents,Liquidambar,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle tuteur attache ou protection,oui,vigoureux,1914090.636,4223746.69,non,non,non,non,non
region4,2004,2013,2016,65,robusta,passages fréquents et arrêts fréquents,Populus,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1913839.214,4223388.855,non,non,non,non,non
region5,2009,2015,2017,15,styraciflua,passages fréquents et arrêts fréquents,Liquidambar,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1915451.295,4222948.732,non,non,non,non,non
region5,2004,2015,2017,5,inconnu,passages fréquents et arrêts fréquents,Malus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,Taille formation et mise au gabarit,oui,vigoureux,1915713.55,4222908.91,non,non,non,non,non
region2,2004,2014,2016,25,sylvestris,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915215.152,4225757.517,non,non,non,non,non
region5,2004,2013,2016,35,saccharinum,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915712.606,4223620.422,non,non,non,non,non
region5,2004,2015,2018,15,fraxinifolia,passages fréquents et arrêts fréquents,Pterocarya,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915420.205,4224533.957,non,non,non,non,non
region2,2004,2015,2016,35,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir incertain, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigueur intermédiaire,1913468.382,4225401.532,oui,non,oui,non,non
region6,2004,2015,2020,5,platanoides,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre jeune,Taille formation et mise au gabarit,oui,vigoureux,1914344.864,4221812.171,non,non,non,non,non
region4,2004,2015,2016,15,sempervirens,passages fréquents et arrêts fréquents,Cupressus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1914078.763,4223476.087,non,non,non,non,non
region4,2004,2014,2016,115,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1913826.247,4223253.58,oui,oui,oui,non,oui
region6,2004,2013,2016,55,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1914994.724,4221019.97,non,non,non,non,non
region4,2004,2014,2014,15,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille rideau,non,vigoureux,1914641.796,4223961.263,non,non,non,non,non
region6,2005,2015,2016,15,paniculata,passages fréquents et arrêts fréquents,Koelreuteria,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre jeune,inconnu,non,vigoureux,1913974.033,4221970.791,oui,oui,non,non,non
region5,2004,2014,2016,95,nigra,passages fréquents et arrêts fréquents,Populus,Arbre à abattre dans les 10 ans, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre vieillissant,Taille de bois mort,non,vigueur intermédiaire,1915573.693,4223152.224,oui,oui,oui,oui,oui
region2,2004,2015,2016,95,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre à abattre dans les 10 ans, 6-10,Arbre de voirie,Arbre adulte,Arbre vieillissant,Taille mise en sécurité,oui,vigueur intermédiaire,1913541.769,4225242.919,oui,oui,oui,oui,oui
region4,2004,2014,2014,35,nigra,passages fréquents et arrêts fréquents,Populus,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre vieillissant,Taille de bois mort,non,vigueur intermédiaire,1913866.278,4223192.741,oui,non,oui,non,non
region4,2004,2014,2016,5,siliquastrum,passages fréquents et arrêts fréquents,Cercis,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre jeune,inconnu,non,vigoureux,1913706.737,4223145.16,non,non,non,non,non
region1,2014,2014,2019,15,sylvatica,passages fréquents ou arrêts,Fagus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,non,vigoureux,1912070.251,4226361.95,non,non,non,non,non
region4,2004,2014,2016,35,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1913824.555,4222431.223,non,non,non,non,non
region5,2004,2015,2020,15,inconnu,passages fréquents ou arrêts,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915529.371,4224558.752,non,non,non,non,non
region6,2004,2013,2016,25,triacanthos,passages fréquents et arrêts fréquents,Gleditsia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1914468.721,4222168.186,non,non,non,non,non
region5,2004,2013,2016,55,sylvestris,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1915142.979,4222389.088,non,non,non,non,non
region5,2004,2015,2017,25,betulus,passages fréquents ou arrêts,Carpinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille cohabitation,non,vigoureux,1914759.084,4222479.357,oui,non,oui,non,non
region5,2004,2013,2016,65,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1915771.118,4222842.124,non,non,non,non,non
region6,2004,2015,2018,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1914974.906,4221429.764,non,non,non,non,non
region4,2004,2013,2016,25,cordata,passages fréquents et arrêts fréquents,Alnus,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1915277.631,4223209.384,non,non,non,non,non
region2,2004,2015,2017,5,styraciflua,passages fréquents et arrêts fréquents,Liquidambar,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle tuteur attache ou protection,oui,vigoureux,1914203.243,4223790.349,non,non,non,non,non
region5,2004,2014,2019,85,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1915588.088,4223547.86,non,non,non,non,non
region6,2004,2015,2017,5,utilis,passages fréquents et arrêts fréquents,Betula,Arbre davenir incertain, 20-50,Arbre de voirie,Arbre adulte,Arbre jeune,Taille formation et mise au gabarit,oui,vigoureux,1914202.565,4222221.292,oui,non,oui,non,oui
region1,2014,2014,2019,15,spaitii,passages fréquents ou arrêts,Alnus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,non,vigoureux,1912279.175,4226177.703,non,non,non,non,non
region4,2004,2013,2016,15,platanoides,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1914150.375,4222955.475,non,non,non,non,non
region6,2009,2015,2017,15,utilis,passages fréquents et arrêts fréquents,Betula,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1914214.977,4222264.082,oui,non,non,non,oui
region2,2004,2014,2014,55,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigueur intermédiaire,1914256.006,4224929.105,oui,non,oui,non,non
region3,2004,2015,2016,25,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1912506.54,4222531.2,non,non,non,non,non
region5,2004,2015,2020,25,atlantica,passages fréquents ou arrêts,Cedrus,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915429.539,4223497.758,non,non,non,non,non
region1,2004,2014,2014,75,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigueur intermédiaire,1913233.727,4225467.269,oui,non,oui,non,non
region1,2004,2014,2019,35,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1912429.181,4223633.263,non,non,non,non,non
region6,2004,2015,2017,15,utilis,passages fréquents et arrêts fréquents,Betula,Arbre davenir incertain, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1914216.742,4221996.676,oui,non,oui,non,non
region6,2004,2014,2014,45,inconnu,passages fréquents ou arrêts,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1914710.631,4221544.628,non,non,non,non,non
region2,2004,2013,2016,35,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir incertain, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1913824.3,4224783.225,oui,non,non,oui,non
region2,2004,2015,2016,25,sylvestris,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915103.718,4224851.486,non,non,non,non,non
region2,2004,2015,2019,25,nigra,passages fréquents et arrêts fréquents,Pinus,Arbre davenir incertain, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1913465.67,4225187.086,oui,non,non,non,oui
region4,2004,2013,2016,25,japonica,passages fréquents et arrêts fréquents,Sophora,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1913621.762,4222992.726,non,non,non,non,non
region3,2006,2013,2012,65,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1912643.906,4222035.317,oui,non,oui,non,non
region4,2004,2015,2016,25,siliquastrum,passages fréquents ou arrêts,Cercis,Arbre à abattre dans les 5 ans, 1-5,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Abattage,non,vigueur intermédiaire,1913770.574,4223588.695,oui,non,non,non,oui
region3,2004,2013,2016,25,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1913268.117,4222615.651,non,non,non,non,non
region6,2004,2014,2015,35,inconnu,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1914711.17,4221547.094,non,non,non,non,non
region4,2004,2014,2015,35,sylvestris,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigueur intermédiaire,1913877.905,4223278.087,oui,non,non,oui,oui
region6,2004,2015,2017,15,utilis,passages fréquents et arrêts fréquents,Betula,Arbre davenir incertain, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1914219.164,4221953.923,oui,non,non,non,oui
region5,2004,2015,2020,25,inconnu,passages fréquents ou arrêts,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915618.219,4224622.104,non,non,non,non,non
region2,2004,2015,2016,65,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre à abattre dans les 10 ans, 6-10,Arbre de voirie,Arbre adulte,Arbre adulte,Taille mise en sécurité,non,vieillissement dépérissement,1913368.508,4225431.218,oui,oui,oui,non,non
region1,2004,2014,2014,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1913163.372,4225209.202,non,non,non,non,non
region3,2004,2015,2016,15,styraciflua,passages fréquents et arrêts fréquents,Liquidambar,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre jeune,inconnu,oui,vigoureux,1912794.119,4223557.099,non,non,non,non,non
region5,2004,2015,2018,25,styraciflua,passages fréquents et arrêts fréquents,Liquidambar,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1915128.136,4222426.961,non,non,non,non,non
region6,2008,2015,2016,5,ginnala,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,inconnu,non,vigoureux,1914488.733,4222087.259,non,non,non,non,non
region4,2004,2014,2014,55,tremula,passages fréquents et arrêts fréquents,Populus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1913783.194,4221445.993,non,non,non,non,non
region3,2004,2013,2019,25,grandiflora,passages fréquents ou arrêts,Magnolia,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1913124.485,4223565.941,non,non,non,non,non
region3,2004,2013,2016,55,atlantica,passages fréquents et arrêts fréquents,Cedrus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1912662.133,4221694.916,oui,oui,non,oui,oui
region5,2004,2015,2017,35,abies,passages fréquents et arrêts fréquents,Picea,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915367.172,4223299.109,oui,oui,non,non,non
region3,2004,2015,2017,55,acerifolia,passages fréquents ou arrêts,Platanus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille cohabitation,non,vigoureux,1913060.442,4222105.675,non,non,non,non,non
region5,2004,2015,2017,5,campestre,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre jeune,Controle tuteur attache ou protection,oui,vigoureux,1915742.138,4222820.693,non,non,non,non,non
region4,2004,2013,2016,15,japonica,passages fréquents et arrêts fréquents,Sophora,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1913976.665,4223256.797,non,non,non,non,non
region3,2004,2013,2016,55,platanoides,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1912654.1,4221804.705,non,non,non,non,non
region1,2004,2015,2016,75,domestica,passages fréquents et arrêts fréquents,Prunus,Arbre davenir incertain, 11-20,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1913208.364,4225313.662,oui,non,oui,non,non
region3,2004,2013,2018,25,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1912982.406,4221345.319,non,non,non,non,non
region2,2004,2015,2017,75,atlantica,passages fréquents ou arrêts,Cedrus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1913700.143,4225109.197,non,non,non,non,non
region5,2004,2013,2018,75,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1915202.383,4222432.555,non,non,non,non,non
region3,2014,2014,2020,15,vulgaris,passages fréquents ou arrêts,Syringa,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,oui,vigoureux,1912488.116,4222506.304,non,non,non,non,non
region3,2006,2013,2012,55,palustris,passages fréquents et arrêts fréquents,Quercus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1912453.502,4221689.976,oui,non,oui,non,non
region6,2004,2015,2017,5,utilis,passages fréquents et arrêts fréquents,Betula,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre jeune,Taille formation et mise au gabarit,oui,vigoureux,1914195.913,4222270.289,oui,non,oui,non,non
region3,2004,2013,2016,65,verrucosa,passages fréquents et arrêts fréquents,Betula,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1912786.578,4221863.166,non,non,non,non,non
region6,2004,2014,2016,35,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1914829.855,4220679.475,non,non,non,non,non
region3,2004,2014,2014,15,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Controle tuteur attache ou protection,oui,vigoureux,1913160.16,4221883.331,non,non,non,non,non
region1,2014,2014,2019,15,pumila,passages fréquents ou arrêts,Malus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,Controle,non,vigoureux,1912939.408,4224858.977,non,non,non,non,non
region5,2004,2015,2018,35,styraciflua,passages fréquents et arrêts fréquents,Liquidambar,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1915108.171,4222509.697,non,non,non,non,non
region5,2004,2015,2016,15,betulus,passages fréquents ou arrêts,Carpinus,Arbre davenir normal, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1914764.752,4222406.529,non,non,non,non,non
region5,2004,2014,2019,45,abies,passages fréquents et arrêts fréquents,Picea,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1915580.561,4223531.465,oui,non,non,oui,non
region3,2012,2015,2018,15,velutina,passages fréquents et arrêts fréquents,Fraxinus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1912657.272,4222216.805,non,non,non,non,non
region2,2004,2015,2016,25,pseudoplatanus,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1913716.108,4224723.335,non,non,non,non,non
region2,2004,2014,2014,15,campestris,quelques passages,Acer,Arbre à abattre dans les 10 ans, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vieillissement dépérissement,1914289.386,4224099.791,oui,non,oui,non,non
region2,2004,2014,2014,45,nigra,passages fréquents et arrêts fréquents,Populus,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre vieillissant,Taille de bois mort,non,vigueur intermédiaire,1914317.524,4224045.185,oui,oui,oui,oui,non
region2,2004,2015,2016,15,sylvatica,passages fréquents et arrêts fréquents,Fagus,Arbre davenir normal, 20-50,Arbre denceintes fermées,Arbre jeune,Arbre jeune,Controle,non,vigoureux,1913855.285,4223841.327,non,non,non,non,non
region3,2004,2013,2016,45,pungens,passages fréquents et arrêts fréquents,Picea,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1912842.784,4221962.871,oui,oui,oui,non,oui
region5,2004,2015,2016,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915635.214,4224569.809,non,non,non,non,non
region1,2004,2013,2016,25,platanoides,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1913090.25,4225800.219,non,non,non,non,non
region5,2004,2015,2016,35,betulus,passages fréquents ou arrêts,Carpinus,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1914772.362,4222404.772,oui,non,oui,non,non
region6,2004,2015,2020,35,inconnu,passages fréquents et arrêts fréquents,Acer,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914117.326,4221832.158,oui,non,non,non,oui
region2,2004,2015,2025,35,styraciflua,passages fréquents et arrêts fréquents,Liquidambar,Arbre davenir normal, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915644.663,4225397.049,non,non,non,non,non
region3,2014,2014,2019,15,avellana,passages fréquents ou arrêts,Corylus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,Controle,non,vigoureux,1912436.921,4222457.711,non,non,non,non,non
region5,2004,2015,2018,45,inconnu,passages fréquents ou arrêts,Acer,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915652.758,4224574.667,oui,non,oui,non,non
region4,2004,2014,2014,15,campestris,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915146.382,4223179.669,non,non,non,non,non
region5,2013,2013,2019,15,castaneifolia,passages fréquents ou arrêts,Quercus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,oui,vigoureux,1915289.996,4224116.344,non,non,non,non,non
region6,2004,2014,2016,15,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915314.732,4221430.819,non,non,non,non,non
region2,2004,2015,2017,25,calleryana,passages fréquents et arrêts fréquents,Pyrus,Arbre davenir normal, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915308.649,4225392.049,non,non,non,non,non
region6,2004,2015,2016,25,betulus,passages fréquents et arrêts fréquents,Carpinus,Arbre davenir incertain, 6-10,Arbre despaces ouverts,Arbre adulte,Arbre vieillissant,Taille de bois mort,oui,vieillissement dépérissement,1914347.821,4221509.36,oui,non,oui,non,non
region1,2005,2015,2018,15,tulipifera,passages fréquents et arrêts fréquents,Liriodendron,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre jeune,Taille formation et mise au gabarit,non,vigoureux,1913320.293,4223610.166,non,non,non,non,non
region4,2004,2014,2014,45,excelsior,passages fréquents et arrêts fréquents,Fraxinus,Arbre davenir incertain, 11-20,Arbre de voirie,Arbre adulte,Arbre vieillissant,Taille de bois mort,oui,vigueur intermédiaire,1915087.258,4223891.293,oui,non,oui,non,non
region3,2004,2015,2017,15,inconnu,passages fréquents ou arrêts,Pinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre jeune,Taille formation et mise au gabarit,non,vigoureux,1912981.367,4222215.682,non,non,non,non,non
region3,2004,2013,2016,35,platanoides,passages fréquents ou arrêts,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1913287.469,4223001.249,non,non,non,non,non
region2,2004,2014,2014,25,bignonoides,passages fréquents et arrêts fréquents,Catalpa,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigueur intermédiaire,1915373.148,4225756.036,non,non,non,non,non
region2,2004,2014,2015,45,nigra,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1914949.666,4225231.466,non,non,non,non,non
region6,2004,2015,2018,25,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir incertain, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915347.891,4221546.998,oui,non,oui,non,oui
